author,author-pid,paper,conference,year,title,Faculty,Position,Gender,Management,Area
Dusit Niyato,76/440,conf/mobicom/LimXKNZLM20,DroneCom@MOBICOM,2020,An incentive scheme for federated learning in the sky.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,conf/mobicom/LimXKNZLM20,DroneCom@MOBICOM,2020,An incentive scheme for federated learning in the sky.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,conf/smartgridcomm/LeeWN20,SmartGridComm,2020,Demand-Side Scheduling Based on Multi-Agent Deep Actor-Critic Learning for Smart Grids.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/vtc/FengNLWK20,VTC Spring,2020,Memory-affecting Network Selection in Next Generation HetNets.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/vtc/LimXNH0M20,VTC-Fall,2020,Incentive Mechanism Design for Federated Learning in the Internet of Vehicles.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,conf/vtc/LimXNH0M20,VTC-Fall,2020,Incentive Mechanism Design for Federated Learning in the Internet of Vehicles.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,conf/wasa/NieLXNWZ20,WASA (1),2020,Incentive Mechanism for Socially-Aware Mobile Crowdsensing: A Bayesian Stackelberg Game.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/wcnc/GaoN0A20,WCNC,2020,A Coalition Game for Backscatter-Aided Passive Relay Communications in Wireless-Powered D2D Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/wcnc/XiongLKN0M20,WCNC,2020,Incentive Mechanism Design for Mobile Data Rewards using Multi-Dimensional Contract.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,conf/wcnc/XiongLKN0M20,WCNC,2020,Incentive Mechanism Design for Mobile Data Rewards using Multi-Dimensional Contract.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,conf/wcnc/ZouGXCHN20,WCNC Workshops,2020,Joint Energy Beamforming and Optimization for Intelligent Reflecting Surface Enhanced Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/wcnc/ZouXZGHN20,WCNC,2020,Optimization-driven Hierarchical Deep Reinforcement Learning for Hybrid Relaying Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,conf/wf-iot/NguyenLZYN20,WF-IoT,2020,Resource Allocation in Mobility-Aware Federated Learning Networks: A Deep Reinforcement Learning Approach.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/wf-iot/NguyenLZYN20,WF-IoT,2020,Resource Allocation in Mobility-Aware Federated Learning Networks: A Deep Reinforcement Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,conf/wf-iot/OngNY20,WF-IoT,2020,Predictive Maintenance for Edge-Based Sensor Networks: A Deep Reinforcement Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-00207,,2020,"Spectrum Intelligent Radio: Technology, Development, and Future Trends.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-01887,,2020,IRS-based Wireless Jamming Attacks: When Jammers can Attack without Power.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-03336,,2020,Joint Time Scheduling and Transaction Fee Selection in Blockchain-based RF-Powered Backscatter Cognitive Radio Network.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-08588,,2020,A Coalition Formation Game Framework for Peer-to-Peer Energy Trading.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2001-09259,,2020,A Blockchain-Based Approach for Saving and Tracking Differential-Privacy Cost.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-09259,,2020,A Blockchain-Based Approach for Saving and Tracking Differential-Privacy Cost.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-09684,,2020,Challenges and Countermeasures for Adversarial Attacks on Deep Reinforcement Learning.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-10180,,2020,Capitalizing Backscatter-Aided Hybrid Relay Communications with Wireless Energy Harvesting.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-10183,,2020,Deep Reinforcement Learning for Backscatter-Aided Data Offloading in Mobile Edge Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2001-10845,,2020,Reconfigurable Intelligent Surface for MISO Systems with Proportional Rate Constraints.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2001-10845,,2020,Reconfigurable Intelligent Surface for MISO Systems with Proportional Rate Constraints.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2002-00331,,2020,Reflection Resource Management for Intelligent Reflecting Surface Aided Wireless Networks.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2002-00331,,2020,Reflection Resource Management for Intelligent Reflecting Surface Aided Wireless Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2002-03118,,2020,Shipper Cooperation in Stochastic Drone Delivery: A Dynamic Bayesian Game Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2002-05929,,2020,Optimal Pricing of Internet of Things: A Machine Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2002-06019,,2020,A Retrodirective Wireless Power Transfer Scheme for Ambient Backscatter Systems.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2003-07004,,2020,A Generative Learning Approach for Spatio-temporal Modeling in Connected Vehicular Network.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2003-08725,,2020,Privacy-preserving Traffic Flow Prediction: A Federated Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2003-12228,,2020,Mechanism Design for Wireless Powered Spatial Crowdsourcing Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2003-13314,,2020,Decentralized Learning for Channel Allocation in IoT Networks over Unlicensed Bandwidth as a Contextual Multi-player Multi-armed Bandit Game.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2003-13675,,2020,On Coordination of Smart Grid and Cooperative Cloud Providers.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2004-03877,,2020,Towards Federated Learning in UAV-Enabled Internet of Vehicles: A Multi-Dimensional Contract-Matching Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/corr/abs-2004-03877,,2020,Towards Federated Learning in UAV-Enabled Internet of Vehicles: A Multi-Dimensional Contract-Matching Approach.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/corr/abs-2004-04104,,2020,Resource Management for Blockchain-enabled Federated Learning: A Deep Reinforcement Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2004-08856,,2020,Local Differential Privacy based Federated Learning for Internet of Things.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2004-08856,,2020,Local Differential Privacy based Federated Learning for Internet of Things.,Dusit Niyato,Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/corr/abs-2004-08856,,2020,Local Differential Privacy based Federated Learning for Internet of Things.,Lam Kwok Yan,Professor,M,N,Cyber Security
Jun Zhao 0007,47/2026-7,journals/corr/abs-2004-09059,,2020,Intelligent Reflecting Surface-Aided Backscatter Communications.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2004-09059,,2020,Intelligent Reflecting Surface-Aided Backscatter Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2005-01979,,2020,Demand-Side Scheduling Based on Deep Actor-Critic Learning for Smart Grids.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2005-05752,,2020,A Secure Federated Learning Framework for 5G Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2005-06629,,2020,A Bandit Approach for Mode Selection in Ambient Backscatter-Assisted Wireless-Powered Relaying.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2005-11885,,2020,Optimization-driven Deep Reinforcement Learning for Robust Beamforming in IRS-assisted Wireless Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2005-14407,,2020,Two-Hop Connectivity to the Roadside in a VANET Under the Random Connection Model.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2006-00511,,2020,Incentive Mechanism Design for Resource Sharing in Collaborative Edge Learning.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/corr/abs-2006-00511,,2020,Incentive Mechanism Design for Resource Sharing in Collaborative Edge Learning.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/corr/abs-2006-02931,,2020,"Federated Learning for 6G Communications: Challenges, Methods, and Future Directions.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2007-03165,,2020,Cognitive Radio Network Throughput Maximization with Deep Reinforcement Learning.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2007-03313,,2020,Predictive Maintenance for Edge-Based Sensor Networks: A Deep Reinforcement Learning Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2007-05673,,2020,iRDRC: An Intelligent Real-time Dual-functional Radar-Communication System for Automotive Vehicles.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2007-06022,,2020,Blockchain for the Internet of Vehicles towards Intelligent Transportation Systems: A Survey.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2007-06022,,2020,Blockchain for the Internet of Vehicles towards Intelligent Transportation Systems: A Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Kwok-Yan Lam,34243,journals/corr/abs-2007-06022,,2020,Blockchain for the Internet of Vehicles towards Intelligent Transportation Systems: A Survey.,Lam Kwok Yan,Professor,M,N,Cyber Security
Dusit Niyato,76/440,journals/corr/abs-2007-06378,,2020,Joint Auction-Coalition Formation Framework for Communication-Efficient Federated Learning in UAV-Enabled Internet of Vehicles.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/corr/abs-2007-06378,,2020,Joint Auction-Coalition Formation Framework for Communication-Efficient Federated Learning in UAV-Enabled Internet of Vehicles.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/corr/abs-2007-13146,,2020,Radio Resource Management in Joint Radar and Communication: A Comprehensive Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2008-01239,,2020,Dynamic Network Service Selection in IRS-Assisted Wireless Networks: A Game Theory Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2008-04743,,2020,Scalable and Communication-efficient Decentralized Federated Edge Learning with Multi-blockchain Framework.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/corr/abs-2008-04743,,2020,Scalable and Communication-efficient Decentralized Federated Edge Learning with Multi-blockchain Framework.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/corr/abs-2008-08330,,2020,Toward Smart Security Enhancement of Federated Learning Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2008-09048,,2020,A Survey of Coded Distributed Computing.,Dusit Niyato,Professor,M,N,Computer Networks
Chunyan Miao,m/ChunyanMiao,journals/corr/abs-2008-09048,,2020,A Survey of Coded Distributed Computing.,Miao Chunyan,Professor,F,Y,AI/ML
Dusit Niyato,76/440,journals/corr/abs-2008-12938,,2020,Optimization-driven Machine Learning for Intelligent Reflecting Surfaces Assisted Wireless Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2010-08947,,2020,Intelligent Reflecting Surface-Assisted Bistatic Backscatter Networks: Joint Beamforming and Reflection Design.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2010-08947,,2020,Intelligent Reflecting Surface-Assisted Bistatic Backscatter Networks: Joint Beamforming and Reflection Design.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2012-04436,,2020,Towards Communication-efficient and Attack-Resistant Federated Edge Learning for Industrial Internet of Things.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2012-04854,,2020,Collaborative Coded Computation Offloading: An All-pay Auction Approach.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/corr/abs-2012-08989,,2020,A Stackelberg Game Approach to Resource Allocation for IRS-aided Communications.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Zhao 0007,47/2026-7,journals/corr/abs-2012-08989,,2020,A Stackelberg Game Approach to Resource Allocation for IRS-aided Communications.,Zhao Jun,Assistant Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/access/ChangYLNA19,,2019,Machine-Learning-Based Parallel Genetic Algorithms for Multi-Objective Optimization in Ultra-Reliable Low-Latency WSNs.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/access/WangHHXNWWK19,,2019,A Survey on Consensus Mechanisms and Mining Strategy Management in Blockchain Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Yonggang Wen 0001,33/885,journals/access/WangHHXNWWK19,,2019,A Survey on Consensus Mechanisms and Mining Strategy Management in Blockchain Networks.,Wen Yonggang,Professor,M,N,Multimedia
Dusit Niyato,76/440,journals/access/WangWZN19,,2019,Strategic Access and Pricing in Internet of Things (IoT) Service With Energy Harvesting.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/access/TalukderATNH19,,2019,Knapsack-Based Reverse Influence Maximization for Target Marketing in Social Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/access/LiuLWNWLK19,,2019,A Survey on Blockchain: A Game Theoretical Perspective.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/access/NguyenHNNND19,,2019,"Proof-of-Stake Consensus Mechanisms for Future Blockchain Networks: Fundamentals, Applications and Opportunities.",Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/access/TalukderATNPH19,,2019,Threshold Estimation Models for Linear Threshold-Based Influential User Mining in Social Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Jun Luo 0001,42/2501-1,journals/cm/NieLXNWG19,,2019,An Incentive Mechanism Design for Socially Aware Crowdsensing Services with Incomplete Information.,Luo Jun,Associate Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/cm/NieLXNWG19,,2019,An Incentive Mechanism Design for Socially Aware Crowdsensing Services with Incomplete Information.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/comsur/LuongHGNWLK19,,2019,Applications of Deep Reinforcement Learning in Communications and Networking: A Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/comsur/LuongWNLHH19,,2019,Applications of Economic and Pricing Models for Resource Management in 5G Wireless Networks: A Survey.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/XiongFWNWH19,,2019,Cloud/Fog Computing Resource Management and Pricing for Blockchain Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/GaoFNWYL19,,2019,Dynamic Access Point and Service Selection in Backscatter-Assisted RF-Powered Cognitive Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/AsheralievaN19,,2019,Hierarchical Game-Theoretic and Reinforcement Learning Framework for Computational Offloading in UAV-Enabled Mobile Edge Computing Networks With Multiple Service Providers.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/XuLGZN19,,2019,Passive Relaying Game for Wireless Powered Internet of Things in Backscatter-Aided Hybrid Radio Networks.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/iotj/KangXNXZ19,,2019,Incentive Mechanism for Reliable Federated Learning: A Joint Optimization Approach to Combining Reputation and Contract Theory.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/jnca/AsghariYN19,,2019,Pricing strategies of IoT wide area network service providers with complementary services included.,Dusit Niyato,Professor,M,N,Computer Networks
Dusit Niyato,76/440,journals/jsac/AliAATNP19,,2019,NOn-parametric Bayesian channEls cLustering (NOBEL) Scheme for Wireless Multimedia Cognitive Radio Networks.,Dusit Niyato,Professor,M,N,Computer Networks
